,01_スーパーマーケット,01_スーパーマーケット,01_スーパーマーケット,01_スーパーマーケット,01_スーパーマーケット,01_スーパーマーケット,01_スーパーマーケット,02_コンビニエンスストア,02_コンビニエンスストア,02_コンビニエンスストア,02_コンビニエンスストア,02_コンビニエンスストア,02_コンビニエンスストア,02_コンビニエンスストア,03_ホームセンター,03_ホームセンター,03_ホームセンター,03_ホームセンター,03_ホームセンター,03_ホームセンター,04_ドラッグストア,04_ドラッグストア,04_ドラッグストア,04_ドラッグストア,04_ドラッグストア,04_ドラッグストア,05_家電大型専門店,05_家電大型専門店
2014-02-09,93.31,98.21,83.67,88.35,80.49,99.18,99.36,96.63,97.40,89.68,93.26,86.06,119.73,100.43,75.06,82.66,68.38,75.92,82.02,70.58,79.86,93.37,81.66,82.02,74.96,73.56,111.01,111.01
2014-02-16,105.20,113.15,92.74,95.94,77.91,103.63,104.84,97.26,98.58,90.10,92.57,88.32,115.28,101.01,89.46,99.96,87.49,87.36,86.57,76.24,87.85,102.82,91.15,90.26,83.75,79.28,136.80,136.80
2014-02-23,100.46,102.78,91.48,102.45,117.97,111.58,99.95,98.35,97.40,92.98,92.09,94.09,118.91,102.08,93.13,98.82,86.26,94.72,115.87,83.13,93.89,104.54,93.53,96.81,98.78,84.50,146.84,146.84
2014-03-02,99.82,100.36,95.45,102.52,104.34,111.72,106.48,100.54,97.85,94.35,90.36,89.32,121.85,105.76,93.79,93.91,90.73,96.37,94.38,80.82,103.12,107.47,100.03,107.62,118.36,91.13,186.22,186.22
2014-03-09,102.24,100.26,93.09,116.08,165.06,120.26,104.91,99.13,97.03,92.67,91.48,92.45,118.09,104.14,103.99,96.87,94.86,112.63,126.86,85.26,97.87,102.63,96.19,103.10,103.99,88.33,231.41,231.41
2014-03-16,100.89,100.92,95.17,107.96,107.91,114.74,111.89,101.07,98.04,94.41,91.75,94.51,117.93,106.72,110.28,102.33,107.54,116.80,110.40,84.58,102.35,104.28,100.60,107.03,116.90,90.39,230.45,230.45
2014-03-23,108.84,101.46,104.21,128.58,207.69,127.12,126.86,102.66,96.08,96.40,93.23,95.58,117.25,109.79,122.45,103.61,114.27,135.89,149.64,92.45,109.94,102.47,111.06,115.46,130.64,95.44,251.43,251.43
2014-03-30,119.78,110.71,116.90,146.65,178.80,144.72,169.63,113.98,99.41,100.30,95.48,97.30,116.30,129.96,150.66,122.38,149.26,164.55,185.16,109.16,148.14,129.00,134.93,161.51,206.01,120.88,232.93,232.93
2014-04-06,92.91,94.61,88.96,92.86,80.96,94.14,102.16,97.54,93.91,94.12,93.04,94.04,107.93,101.42,91.19,86.26,85.94,97.16,100.42,72.75,88.87,87.98,86.34,92.68,103.24,79.58,101.34,101.34
2014-04-13,86.57,91.29,83.88,77.22,57.07,81.91,75.06,92.47,95.50,94.78,89.70,100.25,103.15,89.54,78.18,85.56,72.76,79.32,79.16,63.20,74.07,85.98,77.43,75.03,70.26,68.08,89.08,89.08
2014-04-20,92.10,94.87,89.27,85.75,89.50,88.63,83.93,95.96,96.12,95.97,90.01,95.29,103.81,95.97,87.53,90.99,84.14,89.31,91.78,67.62,80.28,90.12,85.59,80.46,79.02,73.36,80.05,80.05
2014-04-27,91.08,92.84,91.57,83.81,80.15,86.43,87.03,98.91,96.87,99.65,90.70,98.30,96.83,99.71,90.47,91.10,87.46,93.71,90.74,64.64,85.28,94.65,91.93,87.13,88.88,73.28,78.11,78.11
2014-05-04,95.27,94.44,103.26,86.20,73.92,86.37,98.22,100.41,95.60,102.23,97.86,111.59,97.03,101.64,102.40,94.52,103.86,107.37,96.24,66.84,84.92,87.87,99.00,85.60,85.42,72.85,99.33,99.33
2014-05-11,97.71,97.44,99.02,95.55,101.00,96.22,96.49,95.36,90.26,95.48,86.83,99.56,87.47,98.06,98.80,94.41,95.92,103.94,107.37,69.70,85.84,90.29,93.51,90.21,85.19,74.08,92.49,92.49
2014-05-18,92.65,94.20,93.97,87.89,68.65,80.81,94.34,98.99,93.49,99.20,90.51,94.87,84.80,101.92,97.51,94.61,97.90,100.78,93.79,65.20,83.89,90.52,91.68,88.44,82.81,71.22,79.76,79.76
2014-05-25,96.74,96.99,97.81,95.28,91.72,89.73,95.72,100.04,94.63,100.31,92.05,96.08,84.68,102.91,98.40,92.92,97.35,103.29,101.78,66.38,92.01,96.46,99.95,98.21,97.70,74.87,89.01,89.01
2014-06-01,98.18,96.50,105.11,97.00,82.72,86.23,99.03,102.10,94.75,107.22,100.06,114.76,82.53,102.68,104.83,92.55,106.49,111.55,100.04,67.05,95.05,93.33,105.60,103.91,101.94,74.67,119.59,119.59
2014-06-08,98.20,96.35,102.01,99.41,103.42,89.90,98.58,99.05,91.20,100.83,96.55,92.91,77.35,102.06,99.97,91.18,101.14,105.58,89.28,64.96,87.45,89.82,100.07,95.22,87.53,68.68,125.73,125.73
2014-06-15,101.77,98.75,109.55,103.50,97.76,91.51,101.38,101.65,92.89,103.61,100.28,100.61,79.83,104.91,108.97,98.13,114.78,112.60,106.54,72.06,97.05,96.03,109.57,108.08,96.39,76.16,115.98,115.98
2014-06-22,97.74,96.84,100.33,98.77,95.66,88.43,97.63,101.42,93.63,103.18,97.46,88.95,78.78,104.52,101.21,93.11,101.82,106.87,88.35,67.09,90.03,90.82,98.45,98.74,90.02,73.74,115.04,115.04
2014-06-29,97.74,95.95,102.03,98.44,99.10,85.79,99.88,102.82,93.68,105.05,101.07,95.07,80.11,106.18,106.58,94.46,106.49,114.07,104.34,70.17,98.46,96.52,105.26,109.37,105.78,78.20,117.28,117.28
2014-07-06,99.81,97.54,103.87,105.03,94.95,93.52,103.38,103.34,94.36,105.37,104.42,98.44,80.14,106.63,103.15,92.46,105.69,108.70,88.81,70.57,96.08,94.55,103.14,107.00,100.78,76.75,128.03,128.03
2014-07-13,98.96,96.98,102.84,102.41,97.68,95.58,98.78,101.34,94.92,104.69,111.89,96.06,78.92,102.31,104.72,94.13,108.11,109.47,105.19,69.04,92.92,93.64,102.82,103.61,93.90,72.86,149.80,149.80
2014-07-20,96.18,91.83,106.33,99.94,88.56,88.18,98.94,104.50,94.68,111.96,114.65,114.42,82.45,104.50,107.93,89.75,118.31,111.93,102.29,71.80,94.56,89.91,108.53,102.79,98.14,75.14,147.73,147.73
2014-07-27,100.89,95.32,114.51,103.10,95.05,93.13,102.29,107.09,96.70,118.85,121.77,142.42,82.28,104.45,111.66,91.88,125.14,114.16,121.03,73.81,102.28,96.25,119.86,111.78,108.73,77.97,183.34,183.34
2014-08-03,100.10,95.59,112.72,100.89,81.15,90.33,106.16,108.08,97.19,118.38,116.34,124.58,81.15,106.92,104.73,88.56,119.78,105.15,98.99,70.20,96.40,89.67,112.57,103.10,104.47,75.79,136.36,136.36
2014-08-10,100.33,96.35,111.25,100.70,91.49,87.95,102.74,104.54,97.00,110.56,111.69,104.20,79.94,104.51,100.86,87.48,116.61,99.70,95.34,67.06,93.41,91.50,115.22,99.58,91.13,72.67,116.85,116.85
2014-08-17,105.97,99.68,125.92,106.16,70.27,92.36,107.84,104.25,96.95,111.34,124.77,128.97,91.27,102.76,113.64,94.41,128.56,116.09,98.21,73.06,94.08,84.34,116.55,99.92,88.25,77.86,120.24,120.24
2014-08-24,97.58,94.53,103.85,101.09,94.48,91.91,101.46,105.85,96.39,114.30,114.07,109.89,81.88,105.19,95.27,84.56,101.46,97.69,93.75,71.61,89.24,84.65,97.55,98.31,89.53,74.44,105.97,105.97
2014-08-31,96.48,95.63,98.19,99.81,83.82,87.54,105.21,103.40,96.03,105.41,101.61,88.69,82.02,106.06,97.58,89.78,97.24,103.26,84.99,69.35,97.04,94.66,101.48,107.47,100.43,81.08,95.45,95.45
2014-09-07,98.08,96.62,99.78,104.78,91.19,90.78,102.85,101.23,92.12,103.94,99.25,83.19,78.41,104.33,97.13,89.88,96.02,102.71,91.56,70.23,86.80,87.67,93.28,96.49,84.90,71.66,86.83,86.83
2014-09-14,93.37,91.53,98.28,94.45,82.71,85.37,100.02,102.71,93.66,106.72,99.40,87.86,84.43,104.97,96.32,88.90,96.65,101.42,81.88,69.57,88.41,90.47,97.33,96.47,85.48,73.48,83.27,83.27
2014-09-21,97.09,95.94,99.68,98.02,93.18,93.91,100.70,99.30,91.32,102.29,93.55,87.28,82.90,101.72,99.52,92.10,101.15,103.77,90.55,71.54,89.22,89.91,95.72,94.82,91.74,76.71,90.25,90.25
2014-09-28,96.42,94.87,100.74,94.22,95.31,92.25,101.15,100.74,92.34,104.47,92.36,83.86,82.17,103.04,95.63,91.67,98.71,96.42,114.05,72.68,96.00,96.82,100.34,101.95,107.72,80.07,90.98,90.98
2014-10-05,98.76,98.54,99.11,99.39,92.12,95.14,106.03,101.35,93.34,102.60,93.97,82.07,82.26,104.96,91.30,92.56,94.68,90.33,85.14,72.79,89.50,92.82,96.15,94.04,94.09,76.11,73.84,73.84
2014-10-12,98.22,99.12,97.71,96.65,88.62,93.37,100.65,100.58,94.15,101.65,94.65,86.56,86.23,103.43,95.77,97.33,95.83,96.32,99.29,76.38,87.06,94.93,95.03,91.31,84.98,74.65,65.28,65.28
2014-10-19,96.09,96.81,94.89,95.23,92.94,92.56,98.56,95.99,90.38,96.07,92.78,91.95,85.90,98.86,98.28,98.46,97.36,99.79,101.10,81.67,88.12,93.26,91.83,92.63,89.17,77.90,75.11,75.11
2014-10-26,98.26,97.38,95.80,100.87,125.39,101.11,99.81,99.18,92.72,99.99,93.39,92.04,90.02,102.09,95.94,96.27,93.16,98.04,108.53,80.51,94.54,98.09,96.51,99.74,103.53,81.46,73.31,73.31
2014-11-02,95.57,96.25,95.51,94.29,80.64,94.03,101.23,99.41,93.65,98.62,95.43,94.43,96.17,102.84,93.25,95.13,92.78,93.77,93.43,78.69,89.89,93.81,93.25,91.85,98.77,79.51,75.10,75.10
2014-11-09,96.43,96.91,92.75,99.68,104.60,100.68,97.17,95.64,91.26,94.76,92.27,94.57,95.22,98.40,93.89,96.13,90.47,95.14,109.22,83.67,88.72,96.00,91.94,93.30,89.53,78.12,82.89,82.89
2014-11-16,95.52,97.45,90.50,97.18,89.82,94.84,99.05,97.11,94.53,94.95,95.62,98.13,99.52,99.67,94.82,97.05,91.72,96.25,101.06,83.83,90.53,97.25,90.78,95.61,93.91,80.37,73.14,73.14
2014-11-23,95.13,95.07,94.08,95.24,103.79,100.58,93.65,96.70,94.89,96.71,95.48,107.72,102.93,97.46,92.89,95.02,87.90,94.72,111.68,86.47,87.66,94.09,91.03,88.67,95.34,78.02,81.15,81.15
2014-11-30,97.44,98.07,93.86,99.16,104.00,98.49,101.76,96.84,93.93,94.55,91.03,87.36,101.75,99.82,97.28,100.53,93.43,98.51,102.18,90.35,97.24,103.49,98.03,102.10,107.07,84.00,92.36,92.36
2014-12-07,99.49,100.16,91.45,106.37,127.60,110.35,99.09,96.22,95.03,91.84,101.68,104.49,110.50,99.09,98.61,100.10,90.44,102.56,112.41,94.04,92.71,97.94,89.91,96.12,109.51,80.70,97.89,97.89
2014-12-14,98.47,98.94,92.10,103.79,118.87,113.17,98.64,97.02,96.18,92.75,101.72,106.63,122.21,99.54,102.60,104.97,95.78,105.46,115.38,98.11,101.18,107.57,98.13,105.18,120.76,86.86,104.09,104.09
2014-12-21,102.70,103.65,96.08,109.23,113.87,118.03,100.78,97.53,98.46,92.21,107.47,108.26,131.45,99.60,110.45,110.27,106.32,112.99,121.39,103.92,103.78,105.28,102.40,106.24,119.76,93.58,102.39,102.39
2014-12-28,114.90,114.49,118.46,114.28,103.26,118.23,106.35,99.88,94.98,96.67,107.80,110.59,142.80,103.39,128.24,127.40,126.16,131.39,124.42,106.46,112.89,109.52,120.64,116.83,122.79,99.27,94.87,94.87
2015-01-04,113.38,109.29,130.36,98.25,100.55,129.29,106.45,89.66,86.51,90.93,107.75,111.32,142.59,89.09,108.42,112.56,118.42,101.48,98.77,106.25,98.80,95.15,118.01,94.11,95.71,93.47,137.84,137.84
2015-01-11,91.15,94.20,82.46,93.76,78.69,111.00,96.95,93.08,91.63,87.87,97.26,94.44,147.94,96.21,82.71,91.85,75.47,81.63,94.88,99.69,89.35,93.70,80.48,90.87,86.65,93.58,82.23,82.23
2015-01-18,92.09,95.59,84.62,92.69,69.14,104.18,98.91,92.15,92.29,86.58,89.45,84.35,132.94,95.17,87.17,98.12,83.72,83.71,85.76,103.04,88.74,96.45,84.07,90.84,84.04,89.09,80.94,80.94
2015-01-25,94.56,97.53,85.94,95.07,92.55,109.94,99.39,95.05,96.96,88.99,89.99,84.37,132.77,97.65,86.96,99.12,81.48,83.89,94.47,102.82,91.84,102.66,89.64,93.26,90.07,88.66,75.62,75.62
2015-02-01,94.09,98.94,85.40,89.13,73.65,98.55,101.54,94.97,98.28,87.62,89.58,80.57,121.53,97.84,86.90,100.07,81.63,84.08,81.77,97.21,89.08,102.33,87.25,89.30,89.30,85.17,76.67,76.67
2015-02-08,97.09,102.13,87.26,94.00,82.93,99.81,99.49,95.25,97.65,89.16,88.74,86.37,116.34,97.85,88.84,104.96,82.27,85.30,92.22,99.59,89.47,100.75,87.02,87.52,84.06,91.96,79.01,79.01
2015-02-15,103.70,110.68,93.15,95.33,77.79,102.59,102.69,95.36,97.38,89.74,90.34,89.06,114.73,97.81,96.15,117.15,93.87,88.53,91.23,105.65,93.93,104.98,92.57,91.95,87.11,96.49,92.62,92.62
2015-02-22,95.09,97.75,88.37,93.74,93.81,103.66,98.48,95.71,96.38,90.92,88.71,88.32,113.06,98.38,90.07,100.96,85.90,86.72,99.82,105.52,92.38,98.43,90.98,88.91,88.10,97.23,91.06,91.06
2015-03-01,96.71,99.83,91.06,91.47,85.82,104.72,103.43,98.06,101.14,91.63,89.59,82.91,114.78,100.68,88.80,102.08,87.49,82.91,81.23,111.47,101.19,107.64,94.52,96.86,102.14,108.08,93.51,93.51
2015-03-08,99.16,101.16,91.27,100.03,116.10,111.99,99.14,96.61,98.84,91.09,91.53,86.64,114.15,98.96,90.07,101.47,85.49,87.05,91.24,105.01,94.94,100.57,89.64,91.55,91.28,102.31,106.93,106.93
2015-03-15,97.05,100.56,90.46,93.19,86.78,105.04,99.37,96.32,99.60,91.15,92.22,91.19,112.75,97.89,93.38,106.68,91.51,88.84,86.18,100.50,95.99,103.84,92.60,92.11,92.45,101.70,116.70,116.70
2015-03-22,95.62,95.40,93.52,96.76,108.18,101.67,98.60,98.13,98.06,97.08,91.97,84.09,109.74,98.96,94.65,96.91,89.11,96.28,101.79,100.55,93.36,94.15,92.18,88.80,91.94,99.88,119.24,119.24
2015-03-29,97.07,97.35,94.20,97.25,108.62,108.54,97.95,99.94,102.46,97.98,96.44,103.59,115.85,99.85,97.06,101.09,94.07,96.58,100.91,103.56,106.46,107.32,98.87,101.21,115.96,112.96,116.92,116.92
2015-04-05,100.07,100.44,100.29,99.45,89.73,100.04,102.89,100.54,100.91,98.95,95.37,86.08,102.66,101.56,97.75,102.37,95.70,96.50,98.37,105.60,96.08,96.46,94.25,91.49,96.12,102.50,104.71,104.71
2015-04-12,96.84,100.14,92.09,93.64,79.43,88.64,100.33,96.50,99.37,91.28,89.48,86.76,94.65,98.61,95.16,104.50,90.90,93.87,86.81,98.78,93.53,100.62,91.00,91.93,86.79,97.85,84.12,84.12
2015-04-19,98.17,100.33,94.04,95.79,96.66,93.94,99.61,98.57,99.54,95.33,91.07,89.96,96.19,100.41,102.17,106.21,98.80,102.53,104.30,100.29,96.33,100.66,94.00,93.85,92.41,101.18,79.32,79.32
2015-04-26,100.45,100.04,98.57,99.81,126.91,100.73,99.61,101.31,101.87,100.38,94.32,98.72,95.81,101.92,102.50,101.01,97.77,106.09,107.34,96.19,104.01,103.58,100.53,103.22,109.67,104.79,85.11,85.11
2015-05-03,101.91,98.48,111.85,97.77,101.50,94.30,104.52,105.66,101.14,109.77,103.69,121.16,98.33,105.35,114.44,99.65,115.53,120.46,116.38,103.39,104.98,96.92,110.68,103.54,112.79,101.74,104.51,104.51
2015-05-10,103.61,100.68,108.82,104.48,118.62,101.75,102.56,96.85,92.59,99.42,92.93,104.28,89.81,97.46,112.19,101.60,107.57,119.38,122.14,103.22,98.92,93.09,101.24,101.80,98.62,96.24,112.78,112.78
2015-05-17,98.67,99.56,98.89,98.63,82.06,89.17,99.94,99.81,96.31,100.03,93.47,102.16,84.31,101.69,103.96,99.68,103.88,106.27,103.96,95.91,99.44,97.29,97.66,100.77,97.15,101.06,80.44,80.44
2015-05-24,98.94,98.64,99.73,100.07,98.40,93.26,98.08,99.81,98.10,100.72,93.66,97.49,81.81,100.47,102.53,96.55,99.99,106.49,109.95,97.54,96.67,93.20,96.86,97.22,96.26,97.38,90.81,90.81
2015-05-31,101.95,100.10,107.26,100.96,103.86,93.63,100.18,102.44,98.67,106.59,100.54,109.44,81.97,101.94,108.71,99.50,110.76,111.86,109.75,99.02,112.41,105.37,113.24,116.96,119.48,105.69,105.39,105.39
2015-06-07,103.41,101.86,104.71,107.70,116.33,99.24,100.28,100.22,96.84,101.64,98.38,94.23,81.22,101.26,105.61,100.34,105.71,107.71,112.52,101.67,99.16,95.31,99.83,101.49,100.29,96.84,102.88,102.88
2015-06-14,99.66,98.66,101.98,99.17,105.35,92.71,99.31,100.39,97.84,101.68,97.24,93.12,80.60,101.17,102.38,100.68,103.86,103.29,89.73,92.57,100.80,100.25,102.44,104.55,95.88,97.90,99.38,99.38
2015-06-21,105.41,102.15,111.12,109.33,115.30,101.36,103.67,102.33,99.49,102.26,103.88,97.60,82.79,103.92,112.13,101.38,116.32,114.72,112.30,102.38,106.07,98.50,110.26,108.35,102.40,105.01,107.47,107.47
2015-06-28,99.84,98.63,100.88,103.93,105.30,92.95,100.95,101.87,98.81,102.24,103.06,98.45,83.45,103.29,106.01,98.22,104.37,111.04,92.92,98.23,107.66,102.34,105.45,113.15,109.83,103.78,109.77,109.77
2015-07-05,101.72,100.59,101.51,107.95,105.18,100.71,104.22,102.24,100.18,101.41,101.49,91.24,81.10,104.05,103.03,98.44,102.03,106.53,89.44,93.90,101.63,99.32,101.20,104.51,102.64,98.96,112.19,112.19
2015-07-12,100.70,98.41,103.19,105.74,114.20,99.68,97.85,101.87,101.18,104.84,112.94,103.13,82.29,100.26,107.19,96.61,105.98,112.99,106.37,95.14,102.71,100.91,104.83,108.92,99.87,96.09,135.67,135.67
2015-07-19,99.83,96.85,109.47,99.71,83.83,89.32,100.60,104.69,102.65,110.69,120.48,116.63,80.99,101.69,109.59,94.59,121.68,110.08,102.63,92.51,101.56,95.12,109.36,104.50,99.70,95.89,179.21,179.21
2015-07-26,105.03,100.09,115.26,109.72,108.99,100.88,103.16,106.87,103.52,116.96,122.92,140.83,81.61,101.88,112.22,96.05,123.03,113.03,120.76,100.74,111.99,101.58,119.86,116.98,115.46,102.76,173.69,173.69
2015-08-02,104.03,98.35,118.81,105.21,96.34,92.42,104.80,111.20,106.45,125.56,131.42,147.88,81.50,104.16,110.22,91.81,126.45,109.22,109.80,96.98,110.12,97.09,122.95,111.34,116.57,101.29,177.43,177.43
2015-08-09,105.26,98.13,123.02,106.82,105.03,93.69,102.17,111.67,107.01,127.31,128.51,149.16,82.15,103.91,110.36,90.78,130.69,107.56,115.45,93.55,107.26,97.20,126.62,107.72,104.18,98.23,152.77,152.77
2015-08-16,109.43,101.63,133.93,108.12,77.78,93.31,106.02,106.97,102.74,117.71,130.37,143.83,92.23,101.64,116.99,96.52,137.01,115.64,103.37,95.69,104.93,91.12,126.84,103.85,95.67,100.22,125.59,125.59
2015-08-23,99.20,97.70,101.80,102.29,99.17,91.89,101.38,104.25,100.51,109.68,111.93,105.34,83.38,102.70,94.04,86.93,97.33,95.37,93.42,89.22,95.83,91.57,95.79,98.71,90.58,96.64,97.70,97.70
2015-08-30,97.87,97.93,98.25,98.66,92.55,88.45,100.61,102.04,99.31,103.60,102.19,90.79,80.71,102.68,95.40,90.82,95.41,98.08,84.47,88.38,101.26,100.68,100.01,104.16,101.72,98.79,87.77,87.77
2015-09-06,100.16,99.51,99.92,105.96,95.63,94.87,104.26,101.72,96.31,103.49,103.31,85.30,79.45,103.51,96.34,92.92,96.42,98.06,91.50,92.89,96.54,94.86,95.43,99.25,93.05,96.51,87.74,87.74
2015-09-13,97.74,98.11,96.93,97.78,96.77,90.58,100.82,101.00,98.27,102.45,99.39,85.82,80.85,101.77,96.03,92.63,92.74,100.13,80.50,91.18,95.17,100.25,97.07,96.00,85.59,95.68,84.46,84.46
2015-09-20,99.12,98.02,101.53,98.94,102.23,96.33,100.03,103.45,100.53,106.33,102.62,94.82,87.96,103.34,99.15,91.98,101.22,101.54,86.40,94.86,97.17,96.56,99.32,95.28,94.04,99.57,76.11,76.11
2015-09-27,99.93,97.76,105.21,99.38,100.19,99.45,101.34,99.41,96.32,103.90,98.99,92.44,91.05,98.28,100.86,95.45,101.68,102.33,116.53,96.76,102.25,99.35,103.33,103.21,102.16,101.47,99.23,99.23
2015-10-04,98.46,98.35,98.75,99.46,92.55,95.80,101.86,102.23,98.13,104.44,99.21,94.71,89.43,103.11,95.13,93.67,96.91,94.76,89.22,96.95,101.01,98.20,97.46,99.84,104.61,104.16,73.93,73.93
2015-10-11,98.47,98.92,96.31,98.97,106.21,102.53,96.58,100.78,97.45,102.75,98.62,110.79,94.04,101.24,93.63,94.89,93.24,92.73,105.19,97.22,98.43,101.02,95.31,96.79,98.45,101.57,68.32,68.32
2015-10-18,99.63,100.74,99.01,98.16,87.44,99.85,99.25,99.82,97.19,101.92,97.98,103.50,93.38,99.91,100.78,101.35,101.79,99.92,106.23,98.86,99.99,99.81,97.69,98.52,99.16,103.79,75.14,75.14
2015-10-25,100.86,99.52,97.74,101.38,156.78,100.23,96.90,101.83,99.42,104.81,96.52,97.62,99.60,101.38,96.94,99.27,97.28,95.00,110.81,102.19,104.35,104.60,100.96,104.15,107.32,105.44,71.16,71.16
2015-11-01,97.29,98.63,94.40,96.09,94.61,100.76,98.88,100.16,99.76,100.65,98.31,105.36,100.37,100.09,94.60,97.40,91.55,94.82,102.51,96.90,102.67,103.91,96.85,100.65,112.06,104.11,71.95,71.95
2015-11-08,97.80,98.71,95.20,98.53,99.51,103.72,94.79,97.89,98.73,98.74,92.80,94.48,102.29,97.11,94.65,100.09,90.58,93.92,107.32,101.63,94.57,99.90,93.35,93.73,91.65,95.89,82.23,82.23
2015-11-15,97.43,98.68,93.69,98.60,99.52,98.14,97.32,97.65,98.81,96.32,94.03,86.79,101.71,98.06,92.13,100.13,91.85,88.87,88.76,96.67,97.02,102.23,92.96,97.25,93.88,99.25,71.25,71.25
2015-11-22,96.01,96.49,95.91,96.26,90.24,95.01,93.14,97.45,99.37,97.98,93.78,88.06,101.48,96.33,92.55,96.50,89.58,92.46,92.62,95.63,94.34,99.03,94.04,92.86,89.08,97.10,78.46,78.46
2015-11-29,98.61,100.44,93.09,100.92,101.07,101.97,96.90,95.57,98.90,92.61,98.73,98.98,103.81,95.57,97.13,103.06,90.46,97.99,96.86,105.78,103.74,108.60,96.43,106.29,105.41,103.39,97.30,97.30
2015-12-06,101.73,102.19,95.30,108.12,124.15,111.80,99.64,97.92,100.16,94.12,100.04,107.16,112.01,98.89,99.07,102.83,93.63,99.92,110.31,104.74,104.85,107.21,95.77,104.87,117.70,104.15,97.78,97.78
2015-12-13,99.10,99.44,93.35,101.94,129.99,111.51,95.19,98.44,103.59,94.87,97.50,104.86,116.66,97.96,99.73,104.07,94.16,100.37,106.53,108.33,106.37,109.72,98.63,105.83,121.43,103.92,98.79,98.79
2015-12-20,102.85,103.40,97.49,108.91,120.36,113.24,96.39,99.55,104.53,95.42,103.01,104.64,127.02,99.25,109.44,111.03,107.27,109.69,113.05,112.93,114.24,112.22,107.19,113.85,129.15,113.17,97.60,97.60
2015-12-27,110.13,110.17,113.61,107.51,100.51,105.89,100.77,99.00,99.62,95.79,105.83,105.82,125.44,100.11,117.75,119.12,118.65,117.40,109.01,111.55,113.06,110.61,115.36,113.51,118.52,109.16,94.37,94.37
2016-01-03,120.34,117.60,137.02,102.21,111.71,118.19,102.92,95.10,96.07,96.32,113.32,127.55,136.56,92.66,113.07,117.51,125.65,104.44,97.35,114.97,107.71,100.92,127.16,100.74,104.39,106.12,125.74,125.74
2016-01-10,92.81,96.04,84.71,92.63,88.17,106.56,94.06,93.38,94.41,88.86,97.97,100.77,121.84,95.15,83.06,92.86,77.54,80.58,92.76,103.25,93.06,97.39,82.24,93.24,93.51,98.71,88.65,88.65
2016-01-17,94.89,99.56,85.65,93.59,77.70,101.04,96.03,92.84,96.94,87.20,93.90,96.93,114.17,94.03,88.47,100.83,85.35,83.90,90.77,107.58,95.68,104.54,86.06,95.80,91.61,101.10,80.43,80.43
2016-01-24,95.74,101.98,83.96,91.43,78.22,102.06,95.88,94.54,103.02,87.92,97.50,96.41,117.40,94.19,83.28,100.98,77.58,77.73,87.17,106.31,91.65,107.20,84.45,89.24,85.25,96.94,73.52,73.52
2016-01-31,97.91,103.13,88.19,93.13,85.22,104.63,97.92,96.27,104.47,89.45,95.11,100.96,122.68,96.25,90.08,107.63,85.35,84.15,89.38,113.51,105.87,118.05,95.36,104.61,107.08,109.73,78.09,78.09
2016-02-07,100.73,106.76,89.85,95.78,85.99,111.06,95.55,95.19,103.09,89.75,91.40,95.77,126.59,94.52,89.36,107.13,84.25,83.57,95.33,109.73,96.70,109.95,89.40,94.15,93.18,101.69,83.30,83.30
2016-02-14,102.66,111.05,91.56,88.13,77.95,103.70,95.25,94.58,103.34,90.04,88.31,88.70,126.72,93.05,90.74,112.41,87.30,82.71,83.20,113.19,97.59,113.26,92.40,91.57,86.44,107.90,87.57,87.57
2016-02-21,99.43,103.72,90.72,96.41,90.01,116.47,96.44,96.79,103.52,91.76,93.45,93.96,135.43,96.35,92.11,105.15,91.67,85.20,96.03,118.27,101.15,109.17,95.23,97.53,95.25,109.46,85.73,85.73
2016-02-28,97.89,101.30,90.20,93.15,103.34,113.72,95.02,97.17,105.83,92.09,95.25,96.86,133.18,95.82,89.46,103.73,87.58,83.57,82.01,110.79,106.24,118.66,96.16,103.84,108.64,110.44,88.02,88.02
2016-03-06,100.95,103.91,93.38,97.23,108.61,120.92,98.93,97.39,103.06,93.21,94.83,93.01,132.51,96.95,90.92,102.89,88.78,85.78,91.65,113.45,102.90,110.90,94.28,98.31,101.87,111.86,99.14,99.14
2016-03-13,97.39,101.46,89.91,90.70,95.33,108.61,94.95,96.83,104.74,91.96,92.81,85.05,126.91,95.89,87.59,102.29,85.49,82.04,75.74,105.39,97.11,108.56,92.81,91.79,89.53,105.79,110.12,110.12
2016-03-20,97.69,99.61,94.71,92.98,93.36,109.76,96.89,99.12,106.10,96.15,95.38,97.46,128.30,97.41,95.10,100.05,93.89,92.64,106.16,106.86,100.15,105.40,95.50,93.76,98.56,109.67,109.82,109.82
